"PassengerId","Survived"
1015,0.0517160738680155
1016,0.0950014325029748
1017,0.570322070160741
1018,0.124876982623111
1019,0.650294187551553
1020,0.138437843242057
1021,0.0796134311236257
1022,0.224020122172431
1023,0.364637825190466
1024,0.26930439758831
1025,0.138227120116598
1026,0.0668247178063205
1027,0.0674197979381715
1028,0.175018632379503
1029,0.0813372169695444
1030,0.405755069757621
1031,0.137242388546617
1032,0.158112216689726
1033,0.96481890237662
1034,0.351743604705599
1035,0.0879576897240196
1036,0.524883436753999
1037,0.131932524456905
1038,0.288273347784118
1039,0.0681489569002681
1040,0.534443854857122
1041,0.149604092686264
1042,0.979697720779182
1043,0.1320134922637
1044,0.155794498529801
1045,0.511827542445289
1046,0.0809152702207056
1047,0.074218939285058
1048,0.96060138517692
1049,0.527798955512046
1050,0.524883436753999
1051,0.54404501994993
1052,0.761596089810816
1053,0.596829454628257
1054,0.877505327733677
1055,0.121367619607719
1056,0.131177274045603
1057,0.47128370707873
1058,0.318224636761212
1059,0.111161969771398
1060,0.920760048565451
1061,0.403665869185233
1062,0.0517684548203964
1063,0.206635023451785
1064,0.0764180365048364
1065,0.125742536556467
1066,0.0981664479133783
1067,0.926346403756537
1068,0.945654787837295
1069,0.38588226227773
1070,0.916175823833032
1071,0.87294696647182
1072,0.135286211866661
1073,0.434645798026895
1074,0.97145331078779
1075,0.0950014325029748
1076,0.920945215506591
1077,0.0802087748651537
1078,0.924307483394079
1079,0.165786505586185
1080,0.163221048855211
1081,0.119056226856338
1082,0.0980168797613016
1083,0.225104249626075
1084,0.37225617659896
1085,0.169613498098636
1086,0.619217695555621
1087,0.0969753337543275
1088,0.689582371640574
1089,0.549119346331905
1090,0.0569639496092326
1091,0.395111005771919
1092,0.704477275480122
1093,0.683745482164375
1094,0.414021901625493
1095,0.88057002037691
1096,0.0630589757296528
1097,0.269360331838275
1098,0.514051655076931
1099,0.0610573810393577
1100,0.915573451148707
1101,0.0473415803683395
1102,0.183090022919313
1103,0.0675567480982443
1104,0.299621106389022
1105,0.709855916779283
1106,0.344937627566849
1107,0.264092043551478
1108,0.758411015513004
1109,0.308627465408325
1110,0.924659812206973
1111,0.0732094460845541
1112,0.860541570732568
1113,0.0778508273773895
1114,0.845901933486236
1115,0.135753650421238
1116,0.848460039707962
1117,0.576475829917157
1118,0.125523866091946
1119,0.758459283384425
1120,0.0765221013889243
1121,0.112423387905034
1122,0.345038107160023
1123,0.942518840886937
1124,0.158393229394648
1125,0.0752707424982017
1126,0.447119432647774
1127,0.0673150005594142
1128,0.326154438107979
1129,0.216524417803375
1130,0.842909082881047
1131,0.968739721386378
1132,0.840209760625563
1133,0.898873959155503
1134,0.411327623154783
1135,0.0281905761751568
1136,0.108601087383162
1137,0.35226666228712
1138,0.907535318816825
1139,0.138926717605899
1140,0.893639876731916
1141,0.522947351745258
1142,0.800168650006464
1143,0.162894643756271
1144,0.471734189239842
1145,0.0650186409035328
1146,0.247307276254089
1147,0.0517684548203964
1148,0.0950014325029748
1149,0.0732094460845541
1150,0.887070751382203
1151,0.101364026823225
1152,0.0649632637843603
1153,0.0599827500663453
1154,0.931750815338992
1155,0.683411622835543
1156,0.207746645980197
1157,0.0282393566629617
1158,0.106763097113463
1159,0.0517684548203964
1160,0.399548244474862
1161,0.129364779226236
1162,0.359607954635041
1163,0.0950014325029748
1164,0.9639043609808
1165,0.69018995045423
1166,0.117836879419263
1167,0.873677138207765
1168,0.0897076581330652
1169,0.0827595051529504
1170,0.083322246700967
1171,0.0639911034622445
1172,0.398320252244599
1173,0.671668532817981
1174,0.758459283384425
1175,0.552413709976215
1176,0.632014477697322
1177,0.0258157970110272
1178,0.0517160738680155
1179,0.393782489503707
1180,0.125742536556467
1181,0.0732094460845541
1182,0.268492633662953
1183,0.527069487255159
1184,0.125742536556467
1185,0.325838536843546
1186,0.145656239866357
1187,0.0484045361005769
1188,0.781767608030175
1189,0.255003741031092
1190,0.263292906879676
1191,0.140329478168017
1192,0.190614297068428
1193,0.194188443604817
1194,0.135615732855416
1195,0.0755002734355168
1196,0.758459283384425
1197,0.819242628629982
1198,0.436468643748276
1199,0.645885259064535
1200,0.307679106702078
1201,0.32842191769698
1202,0.130707464726602
1203,0.189739990760939
1204,0.0517684548203964
1205,0.482671902702657
1206,0.95469901881503
1207,0.742601573373008
1208,0.387213760732667
1209,0.115876171063372
1210,0.191081915849158
1211,0.125592753726778
1212,0.121464381302825
1213,0.170538828210897
1214,0.0813372169695444
1215,0.572572429439053
1216,0.960412178695072
1217,0.0933924634510302
1218,0.910010335543949
1219,0.346566407795488
1220,0.100308487349276
1221,0.0816917633634845
1222,0.903993502172384
1223,0.422071460668135
1224,0.117836879419263
1225,0.598977975363321
1226,0.159554239880234
1227,0.230949458393888
1228,0.18946592614477
1229,0.184136159789971
1230,0.149737383642968
1231,0.125742536556467
1232,0.116708782776297
1233,0.136439643554721
1234,0.285026302819298
1235,0.91735154157294
1236,0.152329761818585
1237,0.621040786065679
1238,0.0813372169695444
1239,0.479791934222968
1240,0.0527188245190444
1241,0.928758241739135
1242,0.968616251944648
1243,0.0630589757296528
1244,0.21554675634308
1245,0.222256527256856
1246,0.631301177369233
1247,0.212021651673629
1248,0.882890585983551
1249,0.0301813807728579
1250,0.0950014325029748
1251,0.491267738079972
1252,0.148295591010257
1253,0.927050575569466
1254,0.928758241739135
1255,0.194323517461743
1256,0.972848157475812
1257,0.327778365663261
1258,0.214751329171898
1259,0.372809117194176
1260,0.967116128761598
1261,0.247796839369292
1262,0.0871484233185476
1263,0.990255009106418
1264,0.0998244459620922
1265,0.137828347387098
1266,0.952911483141918
1267,0.949654566293065
1268,0.340594632599898
1269,0.0649972842675579
1270,0.168290841157183
1271,0.306248751372426
1272,0.0950014325029748
1273,0.0846639827125262
1274,0.483784831423455
1275,0.518661253365292
1276,0.10364581265498
1277,0.895609814612208
1278,0.111394995298853
1279,0.102909958825307
1280,0.0999814286610906
1281,0.368095905711231
1282,0.356150783201539
1283,0.926284151149271
1284,0.262564217690581
1285,0.101614103424693
1286,0.0925954154917346
1287,0.970932084072427
1288,0.0762520119067359
1289,0.966430885841052
1290,0.0926067706979114
1291,0.103804061220602
1292,0.96201266421912
1293,0.0717748676176244
1294,0.981119926737825
1295,0.380229196248254
1296,0.396130103957277
1297,0.264501609669654
1298,0.0877068089203388
1299,0.394086054351237
1300,0.749079377994729
1301,0.655794385857448
1302,0.758459283384425
1303,0.984474596688026
1304,0.522526266018081
1305,0.0732094460845541
1306,0.987508376623767
1307,0.0256157970110272
1308,0.0732094460845541
1309,0.336387779886168
